Date,ATI,ATI_NIL,CONTRACTS,CONTRACTS_NIL,CONTRACTS_AGG,GRANTS,GRANTS_NIL,RECLASS,RECLASS_NIL,TRAVELA,TRAVELQ,TRAVEL_NIL,HOSP,HOSP_NIL,DAC,QP_NOTES,BN,WRONGDOING,ADMINAIR,SUM
Sat Apr 24 11:22:49 2021,23430,896,766429,41,211,496910,108,7702,488,288,70389,864,19593,1364,1447,1685,39885,24,0,1431754
Sun Apr 25 11:24:38 2021,23430,896,766429,41,211,496910,108,7702,488,288,70389,865,19593,1365,1447,1685,39885,24,0,1431756
Mon Apr 26 11:22:53 2021,23430,896,766429,41,211,496910,108,7702,488,288,70389,865,19593,1365,1447,1685,39885,24,0,1431756
Wed Apr 28 11:24:23 2021,23605,898,767082,41,211,497616,108,7785,492,288,70396,879,19625,1386,1447,1685,39896,24,0,1433464
Thu Apr 29 11:22:44 2021,23836,899,767103,41,211,498184,110,7790,494,288,70396,882,19626,1389,1447,1685,40181,24,0,1434586
Fri Apr 30 11:21:45 2021,23969,901,770215,41,212,546620,111,7801,496,288,70413,892,19631,1403,1451,1685,40646,24,0,1486799
Sat May  1 11:22:08 2021,23009,859,771707,42,214,551246,113,7806,502,288,70427,896,19642,1407,1457,1685,41598,24,0,1492922
Sun May  2 11:21:28 2021,23009,859,771707,42,214,551246,113,7806,502,288,70427,896,19642,1407,1457,1685,41598,24,0,1492922
Mon May  3 11:21:05 2021,23009,859,771707,42,214,551246,113,7806,502,288,70427,896,19642,1407,1457,1685,41598,24,0,1492922
Tue May  4 12:14:44 2021,23064,862,771707,42,215,551308,113,7806,502,288,70427,900,19642,1411,1457,1685,41724,24,0,1493177
Wed May  5 11:21:18 2021,23076,862,771708,42,216,551733,113,7806,502,288,70427,900,19642,1411,1457,1685,41735,24,0,1493627
Thu May  6 11:21:18 2021,23260,867,771708,42,217,551860,113,7807,503,288,70429,900,19642,1412,1474,1685,41749,24,0,1493980
Fri May  7 11:20:20 2021,23261,868,771737,42,217,561811,113,7807,503,288,70429,900,19642,1412,1483,1685,41748,24,0,1503970
Fri May  7 14:28:22 2021,23261,868,771737,42,217,561811,113,7807,503,288,70429,900,19642,1412,1483,1685,41748,24,0,1503970
Sat May  8 11:20:55 2021,23274,868,772468,42,217,562572,113,7807,503,288,70429,900,19642,1412,1492,1685,41999,24,0,1505735
Sun May  9 11:21:18 2021,23274,868,772468,42,217,562572,113,7807,503,288,70429,900,19642,1412,1492,1685,41999,24,0,1505735
Mon May 10 11:21:20 2021,23274,868,772468,42,217,562572,113,7807,503,288,70429,900,19642,1412,1492,1685,41999,24,0,1505735
Tue May 11 11:21:05 2021,23279,875,772493,42,217,562572,113,7807,503,289,70457,903,19656,1415,1507,1685,42028,24,0,1505865
Wed May 12 11:24:00 2021,23290,875,772493,42,217,562572,113,7807,503,289,70472,913,19656,1417,1510,1685,42028,24,0,1505906
Wed May 12 18:48:01 2021,23290,875,772493,42,217,562572,113,7807,503,289,70472,913,19656,1417,1510,1685,42028,24,0,1505906
Thu May 13 11:25:04 2021,23297,880,772493,42,217,562572,113,7807,503,289,70472,914,19656,1418,1520,1685,42028,24,0,1505930
Fri May 14 11:22:10 2021,23301,881,772493,42,217,562572,113,7807,503,289,70472,914,19656,1418,1533,1685,42028,24,0,1505948
Sat May 15 11:21:00 2021,23301,881,772603,42,218,562572,113,7812,503,289,70472,915,19656,1419,1533,1685,42033,24,0,1506071
Mon May 17 11:21:39 2021,23301,881,772603,42,218,562572,113,7812,503,289,70472,915,19656,1419,1533,1685,42033,24,0,1506071
Tue May 18 11:20:39 2021,23306,881,772603,42,219,562575,113,7812,503,289,70474,915,19656,1419,1533,1685,42101,24,0,1506150
Wed May 19 11:23:31 2021,23309,883,772611,42,219,562575,113,7812,503,289,70474,917,19656,1421,1533,1685,42101,24,0,1506167
Thu May 20 11:22:19 2021,23340,883,772611,42,219,562575,113,7812,503,289,70477,918,19656,1422,1533,1685,42132,24,0,1506234
Fri May 21 11:21:43 2021,23354,921,772696,42,222,562575,113,7812,502,289,70477,919,19656,1423,1533,1685,42131,24,0,1506374
Sat May 22 11:21:55 2021,23353,921,773475,42,222,562575,113,7812,502,290,70477,920,19656,1424,1533,1685,42164,24,0,1507188
Sun May 23 11:21:03 2021,23353,921,773475,42,222,562575,113,7812,502,290,70477,920,19656,1424,1533,1685,42164,24,0,1507188
Mon May 24 11:26:02 2021,23353,921,773475,42,222,562575,113,7812,502,290,70477,920,19656,1424,1533,1685,42164,24,0,1507188
Tue May 25 11:32:08 2021,23353,921,773475,42,222,562575,113,7812,502,290,70477,920,19656,1424,1533,1685,42164,24,0,1507188
Wed May 26 11:33:47 2021,23357,922,773649,42,224,562575,113,7812,502,290,70478,928,19656,1433,1536,1685,42268,24,0,1507494
Thu May 27 11:42:17 2021,23367,925,776754,42,227,564935,113,7812,502,290,70479,934,19657,1439,1536,1685,42297,24,0,1513018
Fri May 28 11:52:01 2021,23511,928,778724,42,235,564935,113,7812,502,290,70491,944,19657,1451,1536,1685,42404,24,0,1515284
Sat May 29 11:49:22 2021,23709,930,792804,42,251,564935,113,7812,502,291,70516,956,19659,1462,1536,1685,43094,24,0,1530321
Sun May 30 11:52:25 2021,23720,930,792804,42,251,564935,113,7812,502,291,70516,956,19659,1462,1536,1685,43220,24,0,1530458
Mon May 31 12:05:40 2021,23720,930,792804,42,251,564935,113,7812,502,291,70516,956,19659,1462,1536,1685,43299,24,0,1530537
Tue Jun  1 12:02:07 2021,22383,887,792922,42,259,564935,113,7812,502,291,70516,965,19661,1472,1536,1685,43542,24,0,1529547
Wed Jun  2 12:11:00 2021,22382,888,793126,42,260,564935,113,7814,502,291,70523,971,19703,1478,1536,1685,43645,24,0,1529918
Thu Jun  3 12:02:38 2021,22413,889,793126,42,261,564935,113,7814,502,291,70523,972,19703,1479,1536,1685,43664,24,0,1529972
Fri Jun  4 12:15:29 2021,22420,890,793180,42,261,564935,113,7814,502,291,70523,974,19703,1481,1536,1685,43925,24,0,1530299
Sat Jun  5 11:49:36 2021,22420,891,793193,42,261,564935,113,7814,503,291,70523,974,19703,1481,1536,1685,43926,24,0,1530315
Sun Jun  6 11:50:20 2021,22420,891,793193,42,261,564935,113,7814,503,291,70523,974,19703,1481,1536,1685,43926,24,0,1530315
Mon Jun  7 11:59:04 2021,22420,891,793193,42,261,564935,113,7814,503,291,70523,974,19703,1481,1536,1685,43926,24,0,1530315
Tue Jun  8 11:24:10 2021,22426,894,793193,42,261,564935,113,7814,503,291,70523,977,19703,1484,1536,1685,43926,24,0,1530330
Wed Jun  9 11:22:15 2021,22430,898,793274,42,261,565010,113,7814,503,291,70524,978,19703,1486,1536,1685,43929,24,0,1530501
Thu Jun 10 11:21:04 2021,22535,898,793274,42,261,565010,113,7814,503,291,70524,978,19703,1486,1536,1685,43929,24,0,1530606
Sat Jun 12 11:18:49 2021,22693,904,793274,42,261,565010,113,7814,503,292,70524,982,19703,1489,1536,1685,43973,24,0,1530822
Sun Jun 13 11:19:53 2021,22693,904,793274,42,261,565010,113,7814,503,292,70524,982,19703,1489,1536,1685,43973,24,0,1530822
Mon Jun 14 11:20:02 2021,22693,904,793274,42,261,565010,113,7814,503,292,70524,982,19703,1489,1536,1685,43973,24,0,1530822
Tue Jun 15 11:18:48 2021,22693,904,793274,42,262,565010,113,7814,503,292,70524,983,19703,1490,1538,1685,43973,24,0,1530827
Wed Jun 16 11:20:15 2021,22693,906,793418,42,262,565010,113,7814,503,292,70524,983,19703,1490,1538,1685,44020,24,0,1531020
Fri Jun 18 19:11:12 2021,22851,920,793418,42,262,565010,113,7814,503,292,70524,985,19703,1493,1543,1685,44019,24,0,1531201
Sat Jun 19 11:20:30 2021,22951,920,793419,42,262,565010,113,7814,503,292,70524,986,19703,1494,1543,1685,44060,24,0,1531345
Sun Jun 20 11:18:27 2021,22951,920,793419,42,262,565010,113,7814,503,292,70524,986,19703,1494,1543,1685,44060,24,0,1531345
Mon Jun 21 11:18:47 2021,22951,920,793419,42,262,565010,113,7814,503,292,70524,986,19703,1494,1543,1685,44060,24,0,1531345
Tue Jun 22 11:20:05 2021,22975,920,793419,42,264,565010,113,7814,503,292,70533,987,19703,1495,1543,1685,44110,24,0,1531432
Wed Jun 23 11:19:43 2021,22993,921,793419,42,264,565010,113,7814,503,292,70534,989,19703,1497,1548,1685,44110,24,0,1531461
Thu Jun 24 11:13:55 2021,22993,922,793419,42,264,565010,113,7814,503,292,70540,993,19703,1502,1548,1685,44190,24,0,1531557
Fri Jun 25 11:18:27 2021,22994,925,793419,42,264,565010,113,7814,503,292,70540,998,19703,1507,1548,1685,44231,24,0,1531612
Sat Jun 26 11:19:04 2021,22999,926,793419,42,264,565010,113,7814,503,292,70543,1000,19703,1510,1550,1685,44247,24,0,1531644
Sun Jun 27 11:17:31 2021,22999,926,793419,42,264,565010,113,7814,503,292,70543,1000,19703,1510,1550,1685,44247,24,0,1531644
Mon Jun 28 11:18:43 2021,22999,926,793419,42,264,565010,113,7814,503,292,70543,1000,19703,1510,1550,1685,44247,24,0,1531644
Tue Jun 29 11:19:04 2021,23033,928,793419,43,264,565011,113,7814,503,292,70543,1008,19704,1517,1550,1685,44391,24,0,1531842
Wed Jun 30 11:18:30 2021,23119,931,793419,43,264,565011,113,7814,503,292,70553,1024,19707,1535,1550,1685,44840,24,0,1532427
Thu Jul  1 11:18:47 2021,22015,886,793982,43,264,565011,113,7814,504,292,70558,1029,19707,1543,1550,1685,45505,24,0,1532525
Fri Jul  2 11:18:53 2021,22015,886,793982,43,264,565011,113,7814,504,292,70558,1029,19707,1543,1550,1685,45505,24,0,1532525
Sat Jul  3 11:18:41 2021,22104,886,793982,43,264,565011,113,7816,504,292,70559,1031,19707,1544,1550,1685,45704,24,0,1532819
Sun Jul  4 11:19:01 2021,22104,886,793982,43,264,565011,113,7816,504,292,70559,1031,19707,1544,1550,1685,45704,24,0,1532819
Mon Jul  5 11:18:00 2021,22104,886,793982,43,264,565011,113,7816,504,292,70559,1031,19707,1544,1550,1685,45704,24,0,1532819
Tue Jul  6 11:18:44 2021,22235,887,794103,43,264,565012,113,7816,505,293,70559,1034,19707,1547,1550,1685,45712,24,0,1533089
Wed Jul  7 11:18:47 2021,22245,890,794103,43,264,565012,113,7819,507,293,70559,1035,19707,1548,1553,1685,45719,24,0,1533119
Thu Jul  8 11:18:24 2021,22246,892,794103,43,264,565012,113,7819,507,293,70559,1037,19707,1550,1553,1685,45796,24,0,1533203
Fri Jul  9 11:18:03 2021,22292,892,794115,43,265,565167,113,7820,507,294,70559,1037,19707,1550,1553,1685,45799,24,0,1533422
Sat Jul 10 11:18:30 2021,22370,892,794115,43,265,565167,113,7820,507,294,70559,1037,19707,1550,1553,1685,45850,24,0,1533551
Sun Jul 11 11:19:08 2021,22370,892,794115,43,265,565167,113,7820,507,294,70559,1037,19707,1550,1553,1685,45850,24,0,1533551
Mon Jul 12 11:18:17 2021,22370,892,794115,43,265,565167,113,7820,507,294,70559,1037,19707,1550,1553,1685,45850,24,0,1533551
Tue Jul 13 11:20:39 2021,22434,895,794117,43,265,565167,113,7820,508,294,70559,1042,19707,1555,1553,1706,45855,24,0,1533657
Wed Jul 14 11:19:22 2021,22543,897,794117,43,265,570426,113,7821,509,294,70559,1045,19707,1559,1553,1706,46029,24,0,1539210
Thu Jul 15 11:19:00 2021,22629,897,794136,43,265,570426,115,7821,510,294,70559,1046,19707,1560,1553,1789,46028,24,0,1539402
Fri Jul 16 11:19:41 2021,22720,905,794265,43,265,571654,115,7825,511,294,70559,1050,19707,1564,1553,1799,46028,24,0,1540881
Sat Jul 17 11:17:33 2021,22960,908,794287,43,265,571669,115,7830,511,294,70559,1055,19707,1568,1553,1814,46065,24,0,1541227
Sun Jul 18 11:20:31 2021,22960,908,794287,43,265,571669,115,7830,511,294,70559,1055,19707,1568,1553,1814,46065,24,0,1541227
Mon Jul 19 11:18:35 2021,22960,908,794287,43,265,571669,115,7830,511,294,70559,1055,19707,1568,1553,1814,46065,24,0,1541227
Tue Jul 20 11:19:44 2021,22963,910,794287,43,265,571669,115,7838,512,294,70559,1056,19707,1569,1553,1942,46080,24,0,1541386
Wed Jul 21 11:18:47 2021,22965,911,794492,43,265,571669,115,7841,513,294,70559,1058,19707,1571,1553,1970,46129,24,0,1541679
Thu Jul 22 11:18:25 2021,23305,918,794556,43,265,571848,116,7846,516,294,70562,1059,19707,1572,1557,2004,46169,24,0,1542361
Fri Jul 23 11:19:40 2021,23413,919,795676,43,265,571853,116,7852,517,294,70562,1060,19707,1573,1557,2151,46169,24,0,1543751
Sat Jul 24 11:17:33 2021,23416,920,795723,44,265,571853,116,7855,517,294,70562,1064,19707,1577,1557,2231,46180,24,0,1543905
Sun Jul 25 11:18:23 2021,23416,920,795723,44,265,571853,116,7855,517,294,70562,1064,19707,1577,1557,2231,46180,24,0,1543905
Mon Jul 26 11:20:18 2021,23416,920,795723,44,265,571853,116,7855,517,294,70562,1064,19707,1577,1557,2231,46196,24,0,1543921
Tue Jul 27 11:18:41 2021,23437,921,796081,44,265,571853,116,7892,517,294,70562,1069,19707,1582,1557,2227,46234,24,0,1544382
Wed Jul 28 11:20:40 2021,23622,931,796954,44,266,572200,116,7904,519,294,70565,1070,19707,1585,1560,2227,46336,24,0,1545924
Thu Jul 29 11:20:02 2021,23748,936,801158,44,266,575879,116,7906,519,294,70570,1072,19709,1588,1567,2227,46544,24,0,1554167
Fri Jul 30 11:17:56 2021,23818,948,804277,44,266,581591,117,7914,520,294,70587,1087,19710,1608,1567,2227,46960,24,0,1563559
Sat Jul 31 11:18:25 2021,23868,951,812422,44,266,584448,119,7956,523,295,70602,1090,19712,1610,1576,2227,47690,24,0,1575423
Sun Aug  1 11:20:13 2021,22546,906,812422,44,266,584448,119,7956,523,295,70602,1090,19712,1610,1576,2227,47690,24,0,1574056
Mon Aug  2 11:18:02 2021,22546,906,812422,44,266,584448,119,7956,523,295,70602,1090,19712,1610,1576,2227,47690,24,0,1574056
Tue Aug  3 11:18:58 2021,22546,906,812425,44,267,584448,119,7956,523,295,70602,1090,19712,1610,1576,2227,47690,24,0,1574060
Wed Aug  4 11:18:08 2021,22548,911,812491,44,267,584448,119,7956,523,295,70602,1091,19712,1611,1578,2227,47709,24,0,1574156
Thu Aug  5 11:20:50 2021,22551,915,812545,44,267,584448,119,7956,523,295,70602,1094,19713,1613,1578,2227,47712,24,0,1574226
Fri Aug  6 11:18:15 2021,22580,915,812545,44,267,588250,119,7956,523,295,70602,1094,19713,1613,1583,2227,47711,24,0,1578061
Sat Aug  7 11:17:59 2021,22582,915,812545,44,267,588250,119,7956,523,298,70602,1094,19713,1613,1586,2227,47711,24,0,1578069
Sun Aug  8 11:18:05 2021,22582,915,812545,44,267,588250,119,7956,523,298,70602,1094,19713,1613,1586,2227,47711,24,0,1578069
Mon Aug  9 11:20:20 2021,22582,915,812545,44,267,588250,119,7956,523,298,70602,1094,19713,1613,1586,2227,47711,24,0,1578069
Tue Aug 10 11:20:08 2021,22594,918,812545,44,267,588250,119,7956,523,298,70602,1097,19713,1616,1590,2227,47711,24,0,1578094
Wed Aug 11 11:18:53 2021,22597,920,812545,44,267,588250,119,7956,523,298,70607,1098,19715,1617,1594,2227,47711,25,0,1578113
Thu Aug 12 11:20:01 2021,22604,921,812554,44,267,588250,119,7956,523,298,70607,1099,19715,1618,1614,2227,47733,25,0,1578174
Fri Aug 13 11:18:17 2021,22641,923,812554,44,267,588250,119,7956,523,298,70609,1103,19715,1623,1633,2227,47748,25,0,1578258
Sat Aug 14 11:18:48 2021,22735,924,812554,44,267,588250,119,7956,523,298,70612,1103,19715,1624,1639,2227,47970,25,0,1578585
Sun Aug 15 11:18:12 2021,22735,924,812554,44,267,588250,119,7956,523,298,70612,1103,19715,1624,1639,2227,47972,25,0,1578587
Mon Aug 16 11:23:14 2021,22735,924,812554,44,267,588250,119,7956,523,298,70612,1103,19715,1624,1639,2227,47972,25,0,1578587
Tue Aug 17 11:20:23 2021,22737,928,812554,44,267,588250,119,7956,523,298,70612,1105,19716,1626,1643,2227,47997,25,0,1578627
Wed Aug 18 11:19:08 2021,22842,929,812562,44,267,588250,119,7956,523,298,70612,1106,19716,1628,1649,2227,48033,25,0,1578786
Thu Aug 19 11:19:43 2021,22934,933,812562,44,267,588250,119,7961,523,298,70612,1107,19716,1628,1652,2227,48049,25,0,1578907
Fri Aug 20 11:19:41 2021,22943,933,812562,44,267,588250,119,7961,523,298,70612,1108,19716,1629,1652,2227,48051,25,0,1578920
Sat Aug 21 11:17:12 2021,22979,934,812562,44,267,588253,119,7961,523,298,70612,1110,19716,1631,1652,2227,48098,25,0,1579011
Sun Aug 22 11:18:57 2021,22979,934,812562,44,267,588253,119,7961,523,298,70612,1110,19716,1631,1652,2227,48098,25,0,1579011
Mon Aug 23 11:20:36 2021,22979,934,812562,44,267,588253,119,7961,523,298,70612,1110,19716,1631,1652,2227,48098,25,0,1579011
Tue Aug 24 11:21:15 2021,23131,935,812378,44,267,588183,119,7961,523,298,70612,1112,19716,1633,1652,2227,48163,25,0,1578979
Wed Aug 25 13:55:36 2021,23136,935,812378,44,267,588183,119,7961,523,298,70612,1114,19716,1635,1652,2227,48273,25,0,1579098
Thu Aug 26 11:21:02 2021,23175,936,812398,44,267,588183,119,7961,523,298,70618,1120,19718,1640,1652,2227,48277,25,0,1579181
Fri Aug 27 11:21:11 2021,23238,938,812398,44,267,588188,119,7961,524,298,70627,1123,19720,1643,1652,2227,48319,25,0,1579311
Sat Aug 28 11:18:40 2021,23326,942,812398,44,267,588188,119,8046,524,298,70634,1130,19721,1651,1659,2227,48654,25,0,1579853
Sun Aug 29 11:20:00 2021,23326,942,812398,44,267,588188,119,8046,524,298,70634,1130,19721,1651,1659,2227,48654,25,0,1579853
Mon Aug 30 11:18:56 2021,23359,942,812398,44,267,588188,119,8046,524,298,70634,1130,19721,1651,1659,2227,48718,25,0,1579950
Tue Aug 31 14:40:05 2021,23373,943,812398,44,267,588188,119,8046,524,298,70671,1143,19726,1668,1659,2227,49412,25,0,1580731
Wed Sep  1 11:22:05 2021,22166,903,812398,44,267,588188,119,8046,524,298,70684,1145,19726,1670,1659,2227,49772,25,0,1579861
Thu Sep  2 14:26:41 2021,22266,905,812471,44,267,588188,119,8046,524,298,70684,1148,19726,1673,1659,2227,49775,25,0,1580045
Fri Sep  3 11:18:15 2021,22456,908,812471,44,267,588204,119,8046,524,298,70684,1152,19726,1677,1659,2227,49818,25,0,1580305
Sat Sep  4 11:19:10 2021,22502,908,812471,44,267,588448,119,8046,525,298,70684,1158,19726,1688,1659,2227,49837,25,0,1580632
Sun Sep  5 11:17:44 2021,22502,908,812471,44,267,588448,119,8046,525,298,70684,1158,19726,1688,1659,2227,49837,25,0,1580632
Mon Sep  6 11:20:26 2021,22502,908,812471,44,267,588448,119,8046,525,298,70684,1158,19726,1688,1659,2227,49837,25,0,1580632
Tue Sep  7 11:17:50 2021,22502,908,812471,44,267,588448,119,8046,525,298,70684,1158,19726,1688,1659,2227,49837,25,0,1580632
Wed Sep  8 11:17:45 2021,22509,911,812495,44,267,588448,119,8046,525,298,70684,1159,19728,1689,1659,2227,49871,25,0,1580704
Thu Sep  9 11:18:16 2021,22539,912,812495,44,267,588448,119,8046,525,298,70684,1159,19728,1689,1659,2227,49873,25,0,1580737
Fri Sep 10 11:21:39 2021,22701,913,812518,44,267,588448,120,8047,526,298,70684,1162,19728,1692,1659,2227,49909,25,0,1580968
Sat Sep 11 11:18:23 2021,22711,914,812518,44,267,588448,120,8047,526,298,70684,1165,19728,1695,1659,2227,49909,25,0,1580985
Sun Sep 12 11:17:43 2021,22711,914,812518,44,267,588448,120,8047,526,298,70684,1165,19728,1695,1659,2227,49909,25,0,1580985
Mon Sep 13 11:17:38 2021,22711,914,812518,44,267,588448,120,8047,526,298,70684,1165,19728,1695,1659,2227,49909,25,0,1580985
Tue Sep 14 11:20:32 2021,22796,914,812518,44,267,588448,120,8047,526,298,70684,1172,19728,1700,1659,2227,49980,25,0,1581153
Wed Sep 15 11:18:47 2021,22804,917,812518,44,267,588448,120,8047,526,298,70684,1172,19728,1700,1659,2227,49984,25,0,1581168
Thu Sep 16 11:19:59 2021,22804,921,812518,44,267,588448,120,8047,526,298,70684,1172,19728,1700,1659,2227,50003,25,0,1581191
Fri Sep 17 11:19:44 2021,22941,921,812518,44,267,588448,120,8047,526,298,70688,1172,19728,1700,1659,2227,50017,25,0,1581346
Sat Sep 18 11:18:46 2021,22941,922,812518,44,267,588448,120,8047,526,299,70688,1174,19728,1702,1659,2227,50045,25,0,1581380
Sun Sep 19 11:18:23 2021,22941,922,812518,44,267,588448,120,8047,526,299,70688,1174,19728,1702,1659,2227,50045,25,0,1581380
Mon Sep 20 11:18:29 2021,22941,922,812518,44,267,588448,120,8047,526,299,70688,1174,19728,1702,1659,2227,50050,25,0,1581385
Tue Sep 21 11:18:56 2021,22941,922,812518,44,267,588448,120,8047,526,299,70691,1175,19729,1703,1667,2227,50050,25,0,1581399
Wed Sep 22 11:19:51 2021,22983,923,812518,44,267,588448,120,8047,526,299,70691,1177,19729,1705,1667,2227,50089,25,0,1581485
Thu Sep 23 11:20:01 2021,23115,926,812518,44,267,588448,120,8047,526,299,70697,1179,19730,1707,1667,2227,50093,25,0,1581635
Fri Sep 24 11:18:22 2021,23137,926,812507,44,267,585597,120,8047,526,299,70699,1180,19730,1710,1667,2227,50122,25,0,1578830
Sat Sep 25 11:19:10 2021,23204,926,812507,44,267,585597,120,8047,526,299,70710,1181,19730,1711,1667,2227,50312,25,0,1579100
Sun Sep 26 11:17:59 2021,23204,926,812507,44,267,585597,120,8047,526,299,70710,1181,19730,1711,1667,2227,50312,25,0,1579100
Mon Sep 27 11:20:50 2021,23204,926,812507,44,267,585597,120,8047,526,299,70710,1181,19730,1711,1667,2227,50312,25,0,1579100
Tue Sep 28 11:18:56 2021,23354,929,812507,44,267,585597,120,8047,526,299,70713,1187,19732,1718,1667,2227,50405,25,0,1579364
Wed Sep 29 11:19:12 2021,23459,930,812507,44,267,585597,120,8047,526,299,70763,1194,19732,1730,1667,2227,50558,25,0,1579692
Thu Sep 30 11:20:00 2021,23636,931,812507,45,267,585598,120,8047,527,299,70915,1203,19736,1751,1667,2227,51186,25,0,1580687
Fri Oct  1 11:20:22 2021,22647,887,812507,45,267,585598,120,8047,527,299,70916,1203,19736,1752,1667,2227,51208,25,0,1579678
Sat Oct  2 11:18:49 2021,22649,935,812507,45,267,585598,120,8047,528,299,70958,1207,19737,1760,1667,2227,51410,25,0,1579986
Sun Oct  3 11:20:17 2021,22649,935,812507,45,267,585598,120,8047,528,299,70958,1207,19737,1760,1667,2227,51410,25,0,1579986
Mon Oct  4 11:20:28 2021,22649,935,812507,45,267,585598,120,8047,528,299,70958,1207,19737,1760,1667,2227,51410,25,0,1579986
Tue Oct  5 11:20:18 2021,22665,937,812507,45,267,585599,120,8059,528,298,70980,1210,19737,1763,1667,2227,51410,25,0,1580044
Wed Oct  6 11:19:20 2021,22665,943,812509,45,267,585599,120,8064,530,299,70984,1210,19737,1767,1667,2227,51426,25,0,1580084
Thu Oct  7 11:19:28 2021,22683,943,812509,45,267,585607,120,8066,531,299,70984,1213,19737,1769,1667,2227,51425,25,0,1580117
Fri Oct  8 11:21:50 2021,22694,943,812509,45,267,585607,120,8066,533,300,70984,1214,19737,1769,1667,2227,51442,25,0,1580149
Sat Oct  9 11:20:20 2021,22706,944,812509,45,267,585734,120,8066,535,300,70984,1216,19737,1771,1672,2227,51501,25,0,1580359
Sun Oct 10 11:20:28 2021,22706,944,812509,45,267,585734,120,8066,535,300,70984,1216,19737,1771,1672,2227,51501,25,0,1580359
Mon Oct 11 11:19:05 2021,22706,944,812509,45,267,585734,120,8066,535,300,70984,1216,19737,1771,1672,2227,51501,25,0,1580359
Tue Oct 12 11:19:28 2021,22706,944,812509,45,267,585734,120,8066,535,300,70984,1216,19737,1771,1672,2227,51501,25,0,1580359
Wed Oct 13 13:18:37 2021,22711,947,812509,45,267,585734,120,8077,537,300,70984,1216,19737,1772,1672,2227,51518,25,0,1580398
Thu Oct 14 11:19:51 2021,22711,947,812513,45,267,585734,120,8077,537,300,70984,1217,19738,1772,1672,2227,51546,25,0,1580432
Fri Oct 15 11:19:22 2021,22890,948,812525,45,267,585734,120,8077,538,300,70989,1221,19738,1778,1675,2227,51544,25,0,1580641
Sat Oct 16 11:20:28 2021,22895,948,812525,45,267,585739,120,8077,538,300,70989,1222,19738,1779,1675,2227,51558,25,0,1580667
Sun Oct 17 11:18:32 2021,22895,948,812525,45,267,585739,120,8077,538,300,70989,1222,19738,1779,1675,2227,51558,25,0,1580667
Mon Oct 18 15:26:47 2021,22895,948,812525,45,267,585739,120,8077,538,300,70989,1222,19738,1779,1675,2227,51558,25,0,1580667
Tue Oct 19 11:18:31 2021,23006,950,812525,45,267,585739,120,8077,538,300,70991,1225,19740,1782,1681,2227,51580,25,0,1580818
Wed Oct 20 11:19:40 2021,23028,954,812525,45,267,585739,120,8077,539,300,70991,1227,19740,1784,1681,2227,51583,25,0,1580852
Thu Oct 21 11:20:46 2021,23051,955,812548,45,267,585739,120,8077,540,301,70994,1228,19740,1787,1681,2227,51585,25,0,1580910
Fri Oct 22 13:48:51 2021,23079,957,812574,45,267,585739,121,8079,541,301,70994,1229,19740,1788,1681,2227,51595,25,0,1580982
Sat Oct 23 11:18:42 2021,23080,957,814738,45,267,590021,121,8081,541,301,70995,1229,19740,1789,1681,2227,51605,25,0,1587443
Sun Oct 24 11:18:57 2021,23080,957,814738,45,267,590021,121,8081,541,301,70995,1229,19740,1789,1681,2227,51605,25,0,1587443
Mon Oct 25 11:19:54 2021,23080,957,814738,45,267,590021,121,8081,541,301,70995,1229,19740,1789,1681,2227,51605,25,0,1587443
Tue Oct 26 11:18:32 2021,23294,959,815163,45,267,592626,121,8087,562,301,71009,1232,19740,1794,1681,2227,51629,25,0,1590762
Wed Oct 27 11:20:59 2021,23340,961,815176,45,267,593239,122,8102,564,302,71035,1235,19742,1800,1681,2227,51667,25,0,1591530
Thu Oct 28 11:18:45 2021,23368,963,816232,46,267,593542,122,8119,565,303,71074,1244,19746,1813,1682,2227,51750,25,0,1593088
Fri Oct 29 11:20:22 2021,23424,965,819735,48,267,644307,124,8933,570,303,71100,1249,19749,1819,1682,2227,51909,25,0,1648436
Sat Oct 30 11:18:22 2021,23453,966,829427,48,267,648636,125,8935,573,303,71148,1257,19756,1827,1682,2227,52189,25,0,1662844
Sun Oct 31 11:20:08 2021,23453,967,829482,48,267,648636,125,8935,573,303,71148,1257,19756,1827,1682,2227,52189,25,0,1662900
Mon Nov  1 11:19:45 2021,22343,919,829768,48,267,648636,125,8935,573,303,71160,1257,19756,1828,1682,2227,52196,25,0,1662048
Tue Nov  2 11:20:38 2021,22472,921,830128,48,267,655333,125,8971,573,304,71160,1260,19756,1832,1682,2227,52262,25,0,1669346
Wed Nov  3 13:53:50 2021,22533,923,830128,48,267,655333,125,8971,573,305,71160,1261,19756,1833,1688,2227,52286,25,0,1669442
Thu Nov  4 11:20:24 2021,22537,923,830169,48,267,655781,125,8971,573,305,71160,1262,19756,1834,1692,2227,52286,25,0,1669941
Fri Nov  5 11:20:09 2021,22577,923,830179,48,267,656901,125,8971,573,305,71173,1264,19756,1837,1692,2227,52287,25,0,1671130
Sat Nov  6 11:19:22 2021,22592,923,830179,48,267,656901,125,8971,573,305,71176,1264,19756,1837,1692,2227,52330,25,0,1671191
Sun Nov  7 11:20:05 2021,22592,923,830179,48,267,656901,125,8971,573,305,71176,1264,19756,1837,1692,2227,52330,25,0,1671191
